name,location,diff,tier,type,server,links,finder,prover,extra
Cool Palm Tree By The Water,Sand Kingdom,8.5/10,Master,Double Jump,Database,https://drive.google.com/file/d/1fGdIJ1DQmZQ6sDW9HYkdrIbjBxeYyNoy/preview,high_smo,high_smo,
Koopa Lake,Lake Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1ItnbloVNrp8FXJ_1l6aWLJxX3NG7jUGa/preview,Zombolotl,,
Colder Iceberg Roundabout,Snow Kingdom,8.5/10,Master,Longjump,Database,https://drive.google.com/file/d/1zpkMk_c_6eHgSsgkKfAusV5Xc3HsyD7k/preview,high_smo,Gummy,
Sapling Soar,Mushroom Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1uKgVazZhJQJb2sn-5VRD8cFY_cJlJ7VE/preview,Jario,Jario,
Toad,Cloud Kingdom,8.5/10,Master,"Vault, CB-Less",Database,https://drive.google.com/file/d/1WaLGa-EDUrBKPG842XxKqFYBM85Y8CI-/preview,Clash_Gamer,Clash_Gamer,
True Parking Parkours,Metro Kingdom,8.5/10,Master,Backflip,Database,https://drive.google.com/file/d/1Odj9RTiiCjWhov0tNH4daw1ko8L17m18/preview,Niklas0527,Niklas0527,
Regional Uprise,Lake Kingdom,8.5/10,Master,"Vault, TT",Database,https://drive.google.com/file/d/1UHzvMXQ0HKuJkq9yYq4qgxaZ-X4bdzHV/preview,Jario,Jario,
Heavenly Hop,Cloud Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/1oCck_cPNabwpi4Vlsdvu9KtdmdoDxla2/preview,Clash_Gamer,Clash_Gamer,
Greasier Cheese Block,Luncheon Kingdom,8.5/10,Master,Longjump,Database,https://drive.google.com/file/d/1Lcn7wJ_Fn46WvuIjd8-d_ldn7B4uQPT3/preview,high_smo,high_smo,
Gushen Springs,Seaside Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1n8L3u4CmaC3OxL7OZGcOmDbMGW4I_poJ/preview,Jario,Jario,
Reverse Botanic Balance,Wooded Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1S7xmqx7nFvjtTrVCr2wuYcfuZVwChNWr/preview,,,
True Around the Corner,Wooded Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1FbjLLKPIgVSZGdt6YxilD0hRYJ9GBPQs/preview,Clash_Gamer,Clash_Gamer,
Woodscope 2.0,Wooded Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1l3W0tjhaOtpn64Oi5fJU-RFlFmAy9Dt9/preview,Clash_Gamer,Clash_Gamer,
Bowser's Note Dram,Bowser's Kingdom,8.5/10,Master,"Vault, Simple Tech",Database,https://drive.google.com/file/d/1o77CQTUZAbaOjNk0QmFqKMCQE32oM-lF/preview,Sami,Sami,
Shiverian Strength,Lake Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/1YkfQyhXIaDX_fnSHdZhwfl4CuSiXD9Cl/preview,,,
Annoying Metro Lamp Climber,Metro Kingdom,8.5/10,Master,Entity Bounce,Database,https://drive.google.com/file/d/1m54p2j6vyMK8-syFd1oHmWuP8IlN1fxk/preview,Sami,Sami,
Flowery Mermaid,Lake Kingdom,8.5/10,Master,Entity Bounce,Database,https://drive.google.com/file/d/1QNctbFLnzBp4-jwZ5W0mQSYc4D8UquWH/preview,Clash_Gamer,Clash_Gamer,
Taxi Traveller 2.0,Mushroom Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1FrOYi8l1owfSfzm8Zfn3jAufnH6taNrT/preview,,,
Tranquil Tower,Mushroom Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1xQCKZsaDbY8y7nZNgebZUQZ2nwqh18wN/preview,Jario,Jario,Tutorial on how to get OOB: https://drive.google.com/file/d/1klU2kNcAftKxxI9C1_fU7CaLzGYXP1hu/preview
Stupid sheeps,Wooded Kingdom,8.5/10,Master,Slow Triple,Database,https://drive.google.com/file/d/1tKi6WJ1uqT4coYE1BU0oJy02GZaRvthS/preview,,,
Beautiful Rugs,Sand Kingdom,8.5/10,Master,Groundpound Jump,Database,https://drive.google.com/file/d/1XekjYQYJfwt1A-wTAhzd7Sm48PtY3FOK/preview,high_smo,high_smo,
Cap Longfall,Cap Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/1LAl6fg5_SOVYspdE5bXCQ-WpqbV4EQgg/preview,tyler_smo,tyler_smo,
Lava Skip,Luncheon Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/17R2USNrneIhvwDXDBKGM6C_YEMJhdbTr/preview,,,
Cap Dram,Cap Kingdom,8.5/10,Master,"SSD, Spinless",Database,https://drive.google.com/file/d/10FkHRsnRXj6Jtj8nIse2yAkTCWkRSjtH/preview,Sami,Sami,
SSD in Night Metro,Metro Kingdom,8.5/10,Master,SSD,Database,https://drive.google.com/file/d/1icuCidGNySSyw8Ymv5dV_h-8aeFWXLdy/preview,Sami,Sami,
Alternate Beanstatue,Sand Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/1mNdmO8CX6M95h_bfnm024iq1Bqoe5esg/preview,,,You have to bean the side in the clip!
True Darker Pipe Beans,Darker Side,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1ReZ3iDq2jnhcwdxBNX1AdLo9DtF2hQpj/preview,Sami,Sami,
Why are you climbing this wall,Lake Kingdom,8.5/10,Master,"Vertical, Sequence",Database,https://drive.google.com/file/d/14jvmZH1X5MQ3z3grLLE0hqycW1Opqq3S/preview,Polygon,Polygon,
Banana Tree Collector,Lost Kingdom,8.5/10,Master,"Single Jump, Spinless",Database,https://drive.google.com/file/d/1u7uBoee7bmxBeoZ31VpGS2RxMRMJl9hi/preview,Sami,Sami,
Overshoot Sandy Stairs,Sand Kingdom,8.5/10,Master,Entity Bounce,Database,https://drive.google.com/file/d/1jk0gnRKL6lrnusT-mR47IkiniKeytuB1/preview,Sami,Sami,
Delete Sequence Jumps,Cap Kingdom,8.5/10,Master,Sequence,Database,https://drive.google.com/file/d/1aXUL0qApSvZn0MzeiYSs1n1xaWzQjZMv/preview,Clash_Gamer,Clash_Gamer,
Truesterer Top Step,Sand Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/164YFmFrkHC5-qG5atbcOtlvTOdmTApRe/preview,,,
Rocky Cliff Incline,Darker Side,8.5/10,Master,"Backflip, CB-Less",Database,https://drive.google.com/file/d/1qMyi8O0N_9ebQXh5iJ6Mc8Q2JC43wy7s/preview,Sam.Smo,Sam.Smo,
Bridge Block Bonk,Bowser's Kingdom,8.5/10,Master,"Vault, Sequence",Database,https://drive.google.com/file/d/1Ui6D8-VZc-bsYnxV74d1O8_X5j5TcSTa/preview,Sam.Smo,Sam.Smo,
Statue Guy Gap,Bowser's Kingdom,8.5/10,Master,Entity Bounce,Database,https://drive.google.com/file/d/17FOEEuQZY4aFk3TnqGDrWAKYcVNNUY-V/preview,Sam.Smo,Sam.Smo,The spikes underneath the statue cannot be up when you bounce on it
Green Shingle Incline,Bowser's Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1jqi0-j76WYgyv2cSSboxnzBr2fbjCzwW/preview,,,
Sand Crossing,Sand Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1ObC3eQleI3aWO1_COZUtZrk_8A21ssp7/preview,Sami,Sami,
Exquisite,Luncheon Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/1kV7CbN-30wAxGRevqWrXqjN1IutmzN6D/preview,Pato_0Z,Pato_0Z,
Fake True Lunch Gap,Luncheon Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/1cPlJ9RrGCuTVX-SxEOA-Yo9pTwdJ5fSw/preview,,,
Minecraft,Cascade Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/1oIaaRUoDGEyumMVGf_4Jx_7Rq_UTAKEX/preview,Pato_0Z,Pato_0Z,
Upper Frosty Fling,Sand Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/18P2a_qw77NIlNYl1DmcddliBPnKIrw93/preview,Sami,Sami,
Vault Sherm's Urban Edge,Metro Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1huy0KYcI5IYDaM_dMeaYQT8Jv_vjQr8l/preview,,Aitortxuus,
Corruption Escape,Metro Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1QqnhjRCvK6iFRN2oDctEiH1nEKAsmaie/preview,Aitortxuus,Aitortxuus,
Scare Mard,Luncheon Kingdom,8.5/10,Master,Entity Bounce,Database,https://drive.google.com/file/d/1fp68fTSyC4OSFMJ0b3pKzd94yhwuh4L2/preview,Clash_Gamer,Clash_Gamer,
Ripe and Ready,Sand Kingdom,8.5/10,Master,SSD,Database,https://drive.google.com/file/d/1gqivjJmKkZ3BdYaRfT7uCq_9Vu5YdBar/preview,,,
I'll Flower,Sand Kingdom,8.5/10,Master,Entity Bounce,Database,https://drive.google.com/file/d/11tCNvkv-mdext1JdM5ypSGk4s0tMpQe-/preview,,,
Peachier Fossil Flaunt,Cascade Kingdom,8.5/10,Master,Entity Bounce,Database,https://drive.google.com/file/d/15cgMoYFY7Oqv-87GvhLyIjNzjjj1fZXe/preview,,,Breaking the fossils is not allowed. Fake landings not allowed!
Treasure Fest,Luncheon Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/12yC-Fv2SpDWSP0le5f9sz-P34_Et1zuF/preview,Qazzy,Qazzy,
Dynamic Door Entry,Metro Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1nxYzYsMRtr9xTYNMQtfuq7RQGw0NutkS/preview,Pato_0Z,Chaeryeon,You can only bonk inside of the Door!
True Mumien Pillar,Ruined Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/1olJO6TIdhxY3xkIWdh8ADMsXi8gSqBWx/preview,,,
Trim your clips,Cascade Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/1FBcQBBG6dxk3F8vktBRhwxF67FlRaHsu/preview,,,
Get your mii kart suit with amiibo,Mushroom Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/11NzbvvKG_aT7AUWuY3bBhbvKQagvFslZ/preview,,,
True Tower Tackle,Sand Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1VAYoGihFMpe62Widi2vCLZZY56KhYdZT/preview,Zombolotl,Zombolotl,
Merchandising Amarillo Full Landing,Sand Kingdom,8.5/10,Master,Yellow Dram,Database,https://drive.google.com/file/d/1Tjc2BQ6fAL9RpAzQ9btsImZwX8QXBRCF/preview,Polygon,Polygon,
Explosive Dram,Bowser's Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1KTMRH5alTDK1sGcQQdhEjhVFSNFnFrVp/preview,Zombolotl,Sami,
Grenadier Gridiron,Bowser's Kingdom,8.5/10,Master,"Vault, TT",Database,https://drive.google.com/file/d/1-BUqtl6NcaAOK55RSngmr5pSTcOGqqQ_/preview,Zombolotl,Zombolotl,
Pillar Prophecy,Sand Kingdom,8.5/10,Master,Yellow Dram,SMO Trickjumping Server,https://drive.google.com/file/d/1VTam6Y6sKtDAGavk7CGR61Ghgxu8ABP4/preview,Qazzy,Qazzy,
Waterfall Wanderer,Cascade Kingdom,8.5/10,Master,Vault,Database,https://drive.google.com/file/d/1ZU29EDsNC0IRa0lHS-KG7LyITilhuE_S/preview,totol,totol,
Simex,Luncheon Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/18Qjum8RZdGuMKa4MJlHjkB9Brx1Y7_7E/preview,Sami,Sami,
Luncheon Vertical Climb,Luncheon Kingdom,8.5/10,Master,"Vertical, Triple",Database,https://drive.google.com/file/d/1taNnG5dp3v-sXA6FS_1mmhh7CGr2hwDe/preview,Sami,Sami,
Metro TFpossible,Metro Kingdom,8.5/10,Master,"Triple, TT-Less, CB-Less",Database,https://drive.google.com/file/d/1kYcMor2vHWRir7uEmRMmiXikqcIpudNd/preview,,,
Cappy's Treasure,Cap Kingdom,8.5/10,Master,"Walljump, CB-Less",Database,https://drive.google.com/file/d/1as19XPabBlT8PNVrR2mxydnr4rHp_mon/preview,,RivaZ,
Sandy Hill Beans,Sand Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/1taMbCb5A8sbCg2S45L_f-9Uo2oYCZVsl/preview,Sami,Sami,
Toad's Rock,Mushroom Kingdom,8.5/10,Master,"Vault, TT",Database,https://drive.google.com/file/d/11rT27bJBcpHF4oFIx2FcB20YkbhWpbB-/preview,,,
Truer Grassy Gap 2.0,Cascade Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/18hszruu0v_NVEkG-IlVt5L98ZN8NaqmE/preview,Snipezz,Intral,
kaBLEWEY,Cascade Kingdom,8.5/10,Master,Triple,Database,https://drive.google.com/file/d/10CkljZCndXUJ1YJqsReZD2aho0Vbd6c0/preview,LegoBus,LegoBus,
True Phases Of Granite Polishing,Darker Side,8.5/10,Master,"Vault, TT, Sequence",Database,https://drive.google.com/file/d/1zZaY5yBr3T5FLQEZ0TItpJXvED4N9KVS/preview,Polygon,Sam.Smo,
Building Crosser,Metro Kingdom,9/10,Master,"Vault, Spinless",Database,https://drive.google.com/file/d/17kyDiLnxf-U5G-dOvCN_xk9HzOxqx5fT/preview,Nix,Nix,
Crate's Heading,Bowser's Kingdom,9/10,Master,"Entity Bounce, Spinless, CB-Less",Database,https://drive.google.com/file/d/1XvN9pCCBeKn6bGUhTQsK0LHx8IvwSsH6/preview,Gummy,Gummy,
Capless Chuck Crossing,Moon Kingdom,9/10,Master,"Triple, Capless",Database,https://drive.google.com/file/d/13yLNu9PV_AnftFnVCsOoL9cdYqGlMINX/preview,Gummy,Gummy,
Shop Smasher,Mushroom Kingdom,9/10,Master,Triple,Database,https://drive.google.com/file/d/1vz05MybA2FnIRLPiMgTBr4ZNaZFbqg_a/preview,Repetidora,Repetidora,
Road Crosser,Metro Kingdom,9/10,Master,Triple,Database,https://drive.google.com/file/d/1CWhCBacfSwzZLvNYJUQ5368Lqqn8CnaW/preview,NiklYoshi,NiklYoshi,
Pillarblox,Lake Kingdom,9/10,Master,"Slow Triple, Spinless",Database,https://drive.google.com/file/d/18BX8-YtrNAULpVJS959mKyqw1d6yY93i/preview,JoniKauf,CorDar,
Skyscraper Pain,Darker Side,9/10,Master,"Vertical, Groundpound Jump, Capless, ZG",Database,https://drive.google.com/file/d/19ogvzwjZXmMu5rWIkKwKt39AMNqkAQ-N/preview,b_yoshi,JoniKauf,
Mechanical Heart,Wooded Kingdom,9/10,Master,"Entity Bounce, CB-Less",Database,https://drive.google.com/file/d/1ZCPLca3mb9PLKX6HBpemUFrkCPryk54h/preview,MightyOwl,MightyOwl,
Poisonous Pipe,Lake Kingdom,9/10,Master,Triple,Database,https://drive.google.com/file/d/1u-c0_KQA4mSFrMPJkqkb7F0R_o9B4Gu8/preview,Reid,Reid,
Fruity Garden,Mushroom Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1KyeWwXroyazCPaSg_GLi74lFbaFcmCsF/preview,JoniKauf,JoniKauf,
True Bridge Bypass,Bowser's Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1Au_BM5x1VEyHGNBs-VnX6I5M1_n_Op3Y/preview,TtvXxLeoxX,TtvXxLeoxX,
Solid,Darker Side,9/10,Master,"Teleport, Spinless, Final CT-Less",Database,https://drive.google.com/file/d/1SiJf29HI3jTd6XsvRhRyzTB0qywwuAP8/preview,CToad7,CToad7,
Soup Skipper,Luncheon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1Wvjy_eOMF2WK6gaN9qWCXEhjyhZG5FB4/preview,TtvXxLeoxX,TtvXxLeoxX,
Blue Roundabout,"Wooded Kingdom, Dark Side",9/10,Master,"Capless, Triple",Database,https://drive.google.com/file/d/1hS0idIA44P-XRmbBn-WZm9RmD2JAEODM/preview,JoniKauf,JoniKauf,
Plumber's Downfall,Metro Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1Ef7o-5QAkvDGKx3Zq1-SgcjQshDlAw-X/preview,JoniKauf,JoniKauf,
Yellow Bambu Mata,Mushroom Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1z7Aw23yZz4C16TiYK6p7ndBaMRIewhzt/preview,JoniKauf,JoniKauf,
Molten Perspective,Darker Side,9/10,Master,Vault,Database,https://drive.google.com/file/d/1aC1nfH90TGjborVMldE1p2bjmopM3xXo/preview,Awesome,Arctic,
Forest Corner,Mushroom Kingdom,9/10,Master,Vault,Database,https://drive.google.com/file/d/1_kJxGDqg5Kpfi6G3KofPFBObGfvjsMk0/preview,JoniKauf,JoniKauf,
Shinglespike,Bowser's Kingdom,9/10,Master,Triple,Database,https://drive.google.com/file/d/1HzSLc-Yr97NFpD-r7-fTTIVzBE2HlfSr/preview,HaarasB,HaarasB,
Golden Wind,Seaside Kingdom,9/10,Master,DJTJ,Database,https://drive.google.com/file/d/1JGlOjKcG6zyW-7c7cgYLBP1iuOoDrDUI/preview,Cappy Crystal,Cappy Crystal,
Hydrated Hike,Mushroom Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1n_FZgDG7oRExT7bzem44VHlOES-Gguk0/preview,CToad7,CToad7,
Stormy Swivel,Metro Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1H76nPfSBs4qHLwfuPt1U_Py5yaiiXTdT/preview,CToad7,Avxliya,
Left Step,Sand Kingdom,9/10,Master,Triple,Database,https://drive.google.com/file/d/1W5WfNW9pEX6X03iuEBdA2Wy5Jqghcc02/preview,EagleGamer,EagleGamer,
Shingle Top Hop,Bowser's Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1EkNsTgr6W6oJmPhGQEgdkJIcJr-2NmJq/preview,,,
Compact Climb,Luncheon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1MCuR5U7zYi2BYMqXiaa2Jx08FJiLAZWt/preview,Typro,JoniKauf,
Beetle Ascent,Lost Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1DAoadHTTaNMB9thfAy8u9pmz7cKM3Urg/preview,Nikl Yoshi,Nikl Yoshi,
Frozen Descent,Sand Kingdom,9/10,Master,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1bgo1XyxScVdt1mGQ11ejcjSr_y-2tq5N/preview,Eaglegamer,Eaglegamer,
Speedrun Triple,Metro Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1lzMBxVEVpIQU4eTU8MPaMnBEegIeDS5H/preview,JoniKauf,JoniKauf,
Powerplant Ascent,Metro Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1eEV6mLJiWBd6qcpbCoDuUiPPp_xOTJzg/preview,MightyOwl,TygovZ,
Koi Crash,Bowser's Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/15uNtkRyjAAXPY-FvxRa9_vqv7pDG4UGu/preview,HaarasB,HaarasB,
Harvest Descent,Mushroom Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1xEjSeJlH4GxvX7HkX_YIzaHn1l4-GZYx/preview,CToad7,CToad7,
Bridge Skipper 2.0,Bowser's Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1jNeaNVX1F8axYA_oVWbI53QaM4ahNtnC/preview,Yellow,,
Hydrant Hierarchy,Metro Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/17SAzfV6Te1aEceSoHbHkFNBcWmm-XxIg/preview,Soupafi,Soupafi,
Spinless Slope,Luncheon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1ZsvyaqlzfP_kR4-rElHi4KETR3rlcZS3/preview,Myron,Myron,
Vault Wooded God,Wooded Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1SXJd8tDnNTU6QTFaE2ixrg2tWwvlgXW-/preview,,,
Cliffs of Dover,Luncheon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/18yQfgh00NMlqih54f9MNmQy6VxuMMqeo/preview,JellyFish,PrivateCat,
Shadowscope,Sand Kingdom,9/10,Master,Entity Bounce,Database,https://drive.google.com/file/d/1UFc0lCkt6rjLeC2FIsKWCbD-wMf2I04v/preview,Stealthy Lion,Crystal,
Pan Bro Plaza,Luncheon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1_Cdd_b_IHLAMLUveii7t4rZHTJAmNNob/preview,clapyoubtw,clapyoubtw,
Lonkfal,Sand Kingdom,9/10,Master,"Triple, TT-Less",Database,https://drive.google.com/file/d/1bhqlVmOSt2MIs0j1Xt6wvXIGShHzejEk/preview,Nytzz,Nytzz,
Truest Bullet Betray,Moon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1KpPgAD1v40vor_8AbVbkj42cXFsNHTez/preview,,,
Lower Jizo's Uprise,Bowser's Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1hA__gZ1vsMMy55_HhT9FbcoS_1bz-CXc/preview,CToad7,CToad7,
Cheese Cut,Luncheon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1_faVoGewlBTNucPPZuvGQKfFiBmaCg1b/preview,Brodwy,RollerCoasterManiac,
Tilted Rocks,Sand Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/14mRarf8dcBsPY8xp5k2LS4jDAl_jliyP/preview,,,
Cascade Gap,Cascade Kingdom,9/10,Master,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1_cGEQ-pQMSOCOC4yWje6NGgQXjrmlnDg/preview,AwesomeAggron,AwesomeAggron,
Truer Tree Hugger,Mushroom Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1Y3NQwyINxJ7AAyOrFcbm1sdgml4F8uiJ/preview,SmoHD,SmoHD,
Jurassic Leap,Cascade Kingdom,9/10,Master,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1xJH_5wP0dGt-mI-ZL7Y-ISQZZrWVur0_/preview,8.1i8,SMO Jake,
Hellfall,Lost Kingdom,9/10,Master,Yellow Dram,SMO Trickjumping Server,https://drive.google.com/file/d/1Ts4DG0_LRWaHTebx2dCL-rsr96cnPMnJ/preview,TheAmazingRaptor,YouClod,
Rocket Rail,Metro Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1Tz-tXS7_jtDFWbyn0BRdIpXKs6uYM4nF/preview,JoniKauf,JoniKauf,
Michaelsoft Binbows,Bowser's Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1aAnq_fNFGDn4ovg3-o_zOjbd5ayCgSw_/preview,construcable,construcable,
Chimney Challenge,Mushroom Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1uz7UdgJQdXdg6Y8-GawmY1tR92eAHQzG/preview,JoniKauf,JoniKauf,
Night Sky,Metro Kingdom,9/10,Master,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1WPYG9wp0KvY6Xyw3nra-vv_SlqrEIVDx/preview,AwesomeAggron,,
True Poison Pegs,Lost Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1YYQymPenVkHjKkQcwCRCXnmrBR8RDgrG/preview,Francis,,
Firebro Glide,Luncheon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1DbSJT9QwM1h1gh4ubQkTiACpvkU7HyTa/preview,JoniKauf,JoniKauf,
Extended True Statue Arrival,Sand Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1WnSev9cI3ZWYcH9Wx54JClbXmnZ6--I1/preview,JoniKauf,JoniKauf,
True Cascade Mard,Cascade Kingdom,9/10,Master,Triple,Database,https://drive.google.com/file/d/14V4YoSCMAvyb5-3qZgtMNhXjFfkzS77q/preview,,,
Capless Lunch Gap,Luncheon Kingdom,9/10,Master,"Triple, Capless",Database,https://drive.google.com/file/d/1ouTV0dMokEJgFJfbI1hRSfn-D3twTuSS/preview,,,
Panburger Partner,Sand Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/12D_8ig8HNq73C9562Z0_c1cgJp5NGh_v/preview,,,
Yellow Chuck Crossing,Moon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1WqKQi-8Dq2pdzX5Ox-2GljxO9-yNlx1Y/preview,JoniKauf,JoniKauf,
Capless Cascade Heights,Cascade Kingdom,9/10,Master,"Vertical, Groundpound Jump, Capless",Database,https://drive.google.com/file/d/1ZPA2D9KKXG2AIMCFS5v1LYIp2obkPAso/preview,JoniKauf,JoniKauf,
Skyscraper Sail,Metro Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1JlGetHjj4PYmSgXKJkMFgg5JQB71lW1N/preview,Looygi,Looygi,
King of the Hill,Mushroom Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1SPEL-mLHvCz3TO2fCrsgXZJhZIwpf2en/preview,JoniKauf,JoniKauf,
Santiago,Cap Kingdom,9/10,Master,"Triple, Capless",Database,https://drive.google.com/file/d/1s39qvvXgP-AjPCIEzxwi66MGC9uGkbm-/preview,CToad7,CToad7,
ElectroDynamics,Metro Kingdom,9/10,Master,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1pvKQK5RbbaJWZn9aOgs9Zw3_zCU9GE4S/preview,Eaglegamer,Eaglegamer,
Tomato Gap,Luncheon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1lrX110kwRgiUcjmC45X08N5Go3RDXO7v/preview,JoniKauf,JoniKauf,
Vault Sandy Cage Cross,Sand Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1IDXKerLSt_wk_Jwic5RY2jVecXCUjRu8/preview,Jinra,,
True Stone Face,Sand Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1S_zicpTcMDpelp2R-wtFXPkpY6T5Fx1q/preview,,,
Moonicotti,Luncheon Kingdom,9/10,Master,Triple,SMO Trickjumping Server,https://drive.google.com/file/d/1yz5wbOO-5UiCK9EymOar18WZX4A0DKMH/preview,Eaglegamer,Eaglegamer,
Yellow Brick Bounce,Sand Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1rtEf4yAlKbzv4El7Tr6XAR_in4VGppGP/preview,Gummy,Gummy,
Obscure Rocks,Cascade Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1RbpqQZiMbg9oVhb8StaGd8OPRwBTxnOD/preview,,,
Beetle Block,Lost Kingdom,9/10,Master,Vault,SMO Trickjumping Server,https://drive.google.com/file/d/1-jEEyXq11X9UrOlvl0IdaAxsE59dRDnl/preview,,,
ShagShag27,Cascade Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1DNMhHhjeIbAG_a4-UGFRiv2Pf7Dn0vUC/preview,Jane,Myron,
Moon Masochist,Moon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1GH8hp6cFKd9BcYP-R7CroIyZNqPxCksM/preview,AwesomeAggron,,
Magmatic Chest,Luncheon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1c7cXuciHL8I2mgVxjp6JbLzg90plWQrb/preview,Qazzy,Qazzy,
Rocket of Pain,Seaside Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1UfnxSKi9XDceraCx4wu111YLkESJ2LLH/preview,Gummy,Gummy,
Church Spy,Moon Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1l99kyZJMhNROnvD7JO_4K6Z-y1oHutGB/preview,Kali,Ceja,
Fog Fall,Cap Kingdom,9/10,Master,Triple,Database,https://drive.google.com/file/d/1POBYNAZrjoaDIueaS2YSrRzWTF325-kR/preview,RollerCoasterManiac,RollerCoasterManiac,
Sundried Shallows,Seaside Kingdom,9/10,Master,,Database,https://drive.google.com/file/d/1E6n_9ikl0B1T7XPva_RPBYzbmly43qK8/preview,AwesomeAggron,AwesomeAggron,
